list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,distractor5_sameNoun_differentColor_differentPatternFromTarget,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,repeated_prime,targetPosition,distractor5,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,repeatedPrime,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
2,82,35,35_CP_rep.mp3,3,CP,1,repeated,The red chequered table,blue chequered kettle,1,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,5,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
3,82,35,35_PC_non.mp3,2,PC,0,non-repeated,The spotted red table,blue chequered kettle,0,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,4,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
4,82,35,35_PC_rep.mp3,4,PC,0,repeated,The chequered red table,blue chequered kettle,1,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,5,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
1,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
2,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
3,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
4,83,f22,f22.mp3,9,9,9,repeated,The French horn facing left,small French horn,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,horseSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
1,84,36,36_PC_non.mp3,2,PC,0,non-repeated,The chequered blue jacket,red striped hammer,0,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,1,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
2,84,36,36_PC_rep.mp3,4,PC,0,repeated,The striped blue jacket,red striped hammer,1,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,2,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
3,84,36,36_CP_non.mp3,1,CP,1,non-repeated,The blue chequered jacket,red striped hammer,0,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,1,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
4,84,36,36_CP_rep.mp3,3,CP,1,repeated,The blue striped jacket,red striped hammer,1,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,2,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
