list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,repeated_prime,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,distractor5_differentNoun_differentColor_samePatternAsTarget,targetPosition,repeatedPrime,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,distractor5,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
1,1,f29,f29.mp3,9,9,9,repeated,The horse facing right,small horse,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,saw_green_striped.png,saw_green_spotted.png
2,1,f29,f29.mp3,9,9,9,repeated,The horse facing right,small horse,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,saw_green_striped.png,saw_green_spotted.png
3,1,f29,f29.mp3,9,9,9,repeated,The horse facing right,small horse,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,saw_green_striped.png,saw_green_spotted.png
4,1,f29,f29.mp3,9,9,9,repeated,The horse facing right,small horse,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,saw_green_striped.png,saw_green_spotted.png
1,2,f16,f16.mp3,9,9,9,repeated,The small chisel,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
2,2,f16,f16.mp3,9,9,9,repeated,The small chisel,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
3,2,f16,f16.mp3,9,9,9,repeated,The small chisel,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
4,2,f16,f16.mp3,9,9,9,repeated,The small chisel,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
1,3,1,01_PC_non.mp3,2,PC,0,non-repeated,The chequered red circle,green striped train,0,train_green_striped,train,green,striped,circle,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,4,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
2,3,1,01_PC_rep.mp3,4,PC,0,repeated,The chequered red train,green striped train,1,train_green_striped,train,green,striped,train,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,2,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
3,3,1,01_CP_non.mp3,1,CP,1,non-repeated,The red chequered circle,green striped train,0,train_green_striped,train,green,striped,circle,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,4,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
4,3,1,01_CP_rep.mp3,3,CP,1,repeated,The red chequered train,green striped train,1,train_green_striped,train,green,striped,train,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,2,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
1,4,f43,f43.mp3,9,9,9,non-repeated,The tennis racket,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
2,4,f43,f43.mp3,9,9,9,non-repeated,The tennis racket,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
3,4,f43,f43.mp3,9,9,9,non-repeated,The tennis racket,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
4,4,f43,f43.mp3,9,9,9,non-repeated,The tennis racket,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
1,5,2,02_CP_non.mp3,1,CP,1,non-repeated,The blue stripy bottle,red chequered lightbulb,0,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,7,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
2,5,2,02_CP_rep.mp3,3,CP,1,repeated,The blue stripy lightbulb,red chequered lightbulb,1,lightbulb_red_chequered,lightbulb,red,chequered,lightbulb,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,8,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
3,5,2,02_PC_non.mp3,2,PC,0,non-repeated,The stripy blue bottle,red chequered lightbulb,0,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,7,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
4,5,2,02_PC_rep.mp3,4,PC,0,repeated,The stripy blue lightbulb,red chequered lightbulb,1,lightbulb_red_chequered,lightbulb,red,chequered,lightbulb,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,8,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
1,6,f19,f19.mp3,9,9,9,repeated,The fish facing left,large fish,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,monkeyLargeRight.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
2,6,f19,f19.mp3,9,9,9,repeated,The fish facing left,large fish,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,monkeyLargeRight.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
3,6,f19,f19.mp3,9,9,9,repeated,The fish facing left,large fish,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,monkeyLargeRight.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
4,6,f19,f19.mp3,9,9,9,repeated,The fish facing left,large fish,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,monkeyLargeRight.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
1,7,3,03_CP_rep.mp3,3,CP,1,repeated,The red chequered bowl,blue striped bowl,1,bowl_blue_striped,bowl,blue,striped,bowl,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,7,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
2,7,3,03_PC_non.mp3,2,PC,0,non-repeated,The chequered red book,blue striped bowl,0,bowl_blue_striped,bowl,blue,striped,book,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,2,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
3,7,3,03_PC_rep.mp3,4,PC,0,repeated,The chequered red bowl,blue striped bowl,1,bowl_blue_striped,bowl,blue,striped,bowl,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,7,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
4,7,3,03_CP_non.mp3,1,CP,1,non-repeated,The red chequered book,blue striped bowl,0,bowl_blue_striped,bowl,blue,striped,book,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,2,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
1,8,f37,f37.mp3,9,9,9,non-repeated,The screw,small glasses,9,,screw,,,screw,,,noun category,noun category,glassesBlueSmall,,,,,,,,,,,,,,,,N,7,8,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,snowmanWhiteLargeRight.png,snowmanWhiteLargeRight.png,glassesBlueLarge.png,donkeyLargeRight.png,glassesBlueSmall.png,screwBlueLargeLeft.png
2,8,f37,f37.mp3,9,9,9,non-repeated,The screw,small glasses,9,,screw,,,screw,,,noun category,noun category,glassesBlueSmall,,,,,,,,,,,,,,,,N,7,8,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,snowmanWhiteLargeRight.png,snowmanWhiteLargeRight.png,glassesBlueLarge.png,donkeyLargeRight.png,glassesBlueSmall.png,screwBlueLargeLeft.png
3,8,f37,f37.mp3,9,9,9,non-repeated,The screw,small glasses,9,,screw,,,screw,,,noun category,noun category,glassesBlueSmall,,,,,,,,,,,,,,,,N,7,8,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,snowmanWhiteLargeRight.png,snowmanWhiteLargeRight.png,glassesBlueLarge.png,donkeyLargeRight.png,glassesBlueSmall.png,screwBlueLargeLeft.png
4,8,f37,f37.mp3,9,9,9,non-repeated,The screw,small glasses,9,,screw,,,screw,,,noun category,noun category,glassesBlueSmall,,,,,,,,,,,,,,,,N,7,8,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,snowmanWhiteLargeRight.png,snowmanWhiteLargeRight.png,glassesBlueLarge.png,donkeyLargeRight.png,glassesBlueSmall.png,screwBlueLargeLeft.png
1,9,4,04_PC_rep.mp3,4,PC,0,repeated,The chequered blue chair,green spotted chair,1,chair_green_spotted,chair,green,spotted,chair,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,4,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
2,9,4,04_CP_non.mp3,1,CP,1,non-repeated,The blue chequered key,green spotted chair,0,chair_green_spotted,chair,green,spotted,key,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,3,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
3,9,4,04_CP_rep.mp3,3,CP,1,repeated,The blue chequered chair,green spotted chair,1,chair_green_spotted,chair,green,spotted,chair,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,4,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
4,9,4,04_PC_non.mp3,2,PC,0,non-repeated,The chequered blue key,green spotted chair,0,chair_green_spotted,chair,green,spotted,key,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,3,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
1,10,f14,f14.mp3,9,9,9,repeated,The bin upside down,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
2,10,f14,f14.mp3,9,9,9,repeated,The bin upside down,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
3,10,f14,f14.mp3,9,9,9,repeated,The bin upside down,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
4,10,f14,f14.mp3,9,9,9,repeated,The bin upside down,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
